Account,Customer Name,Product,Description,EAN,outerQ,InnerQ,Price,Qty,Value,Weight,Prod Height (cm),Prod Width (cm),Prod Length (cm),Outer,InnerB
TO00041,LYNDA MILES T/AS MILES APART,WRGD,5M WRAP GOLDEN CLASSICS 45MM INSRT,5012213253307.00,50,0,0.45,200,90,0.22,70,4.5,4.5,5012213329132.00,
TO00041,LYNDA MILES T/AS MILES APART,WRK/2,"STAT JOTTER BLOCK, WHITE, 700 SHEETS1",5012128087219.00,36,12,0.5,36,18,0.32,5.4,9,9,5024004087213.00,5024004542125.00
TO00041,LYNDA MILES T/AS MILES APART,WRK/3,"STAT JOTTER BLOCK, WHITE, 700 SHEETS",5012128087219.00,36,12,0.48,36,17.28,0.3,9,9,5,5024004087213.00,5024004542125.00
TO00041,LYNDA MILES T/AS MILES APART,WRPO,5M WRAP OPULENT 45MM INSRT,5012213275675.00,50,0,0.45,150,67.5,0.22,70,4.5,4.5,5012213329149.00,
TO00041,LYNDA MILES T/AS MILES APART,WRSN,5M WRAP SANTA & FRIENDS 45MM INSRT,5012213275712.00,50,0,0.45,200,90,0.22,70,5,5,5012213329156.00,
TO00041,LYNDA MILES T/AS MILES APART,WRTT,5M WRAP TRADITIONAL 45MM INSRT,5012213275613.00,50,0,0.45,200,90,0.22,70,5,5,5012213329101.00,
TO00041,LYNDA MILES T/AS MILES APART,WUM/2,"STAT A4 WRITING PAD, RULED, 60 SHEET",5012128087301.00,30,10,0.52,30,15.6,0.3,0.8,29.9,21,5024004087305.00,
TO00041,LYNDA MILES T/AS MILES APART,WWEL,2M FOIL WRAP ELEGANT ICE 45MM INSRT,5012213327893.00,50,0,0.46,100,46,0.12,70,5,5,5012213329200.00,
TO00041,LYNDA MILES T/AS MILES APART,WWGD,2M FOIL WRAP GOLDN LUXURY 45MM INST,5012213327886.00,50,0,0.46,100,46,0.14,70,5,5,5012213329194.00,
TO00041,LYNDA MILES T/AS MILES APART,WWPL,3M EXTRA WIDE WRAP 32MM INSERT,5012213251204.00,40,0,0.52,160,83.2,0.02,100.5,3.6,3.6,5012213329170.00,
TO00041,LYNDA MILES T/AS MILES APART,WWRH,2M FOIL WRAP RICH DELIGHTS 45MM INST,5012213251228.00,50,0,0.46,100,46,0.14,70,4.5,4.5,5012213329187.00,
TO00041,LYNDA MILES T/AS MILES APART,XBER,ACTIVITY XMAS - MYO KNITTED SNOWMAN,5012128411595.00,24,0,1,24,24,0.14,30,21,3,5024004687741.00,
TO00041,LYNDA MILES T/AS MILES APART,XCBB,ACTIVITY XMAS PACK -ASSTD BOOK/STICK,5012128411540.00,24,0,0.48,48,23.04,0.26,35,23,1.5,5024004687642.00,
TO00041,LYNDA MILES T/AS MILES APART,XFBD,ACTIVITY XMAS - M.Y.O FELT ROBIN,5012128411571.00,48,24,0.5,48,24,0.04,22,15,3,5024004687703.00,5024004687710.00
TO00041,LYNDA MILES T/AS MILES APART,XGQ/3,STAT A4 DISPLAY BOOK 40 X POCKET CDU,5012128117213.00,24,12,0.72,72,51.84,0.2,2.5,23.5,31,5024004117217.00,5024004540657.00
TO00041,LYNDA MILES T/AS MILES APART,XPAD,ACTIVITY XMAS M.Y.O CHAINS ADULT,5012128411489.00,48,0,0.46,96,44.16,0.06,29.2,21,0.02,5024004687543.00,
TO00041,LYNDA MILES T/AS MILES APART,XTRD,ACTIVITY XMAS M.Y.O EVA HANGING DECS,5012128413193.00,48,0,0.5,144,72,0.04,2.5,31,16.5,5024004689943.00,
TO00041,LYNDA MILES T/AS MILES APART,XVNT,ACTIVITY XMAS ADVENT CALENDAR X 2,5012128411526.00,72,0,0.46,144,66.24,0.1,34.5,36,0.3,5024004687604.00,
TO00041,LYNDA MILES T/AS MILES APART,XWRE,ACTIVITY XMAS M.Y.O FOAM WREATH,5012128413254.00,48,0,0.5,48,24,0.04,1,38,24,5024004689967.00,
TO00041,LYNDA MILES T/AS MILES APART,YATO,STAT PENCILSX6 ERASER TOPS -YG ANIMA,5012128364051.00,48,24,0.52,48,24.96,0.14,1.7,26,15,5024004591802.00,5024004591819.00
TO00041,LYNDA MILES T/AS MILES APART,YES15,DIARIES FASHION POCKET WTV ANIMAL,5012128403194.00,96,24,0.38,96,36.48,0.04,1,7,10.5,5024004675205.00,5024004675212.00
TO00041,LYNDA MILES T/AS MILES APART,YEZ15,DIARIES FASHION SLIMLINE WTV ANIMAL,5012128403262.00,36,18,0.45,72,32.4,0.08,1,8,16,5024004675281.00,5024004675298.00
TO00041,LYNDA MILES T/AS MILES APART,YPP15,CALENDAR PHOTO FAVOURITES,5012128397127.00,36,0,0.45,36,16.2,0.16,1.3,22,37,5024004664186.00,
TO00041,LYNDA MILES T/AS MILES APART,YRFE15,DIARIES FASHION SLINE WTV FAUX LEATH,5012128403279.00,36,18,0.45,36,16.2,0.08,1.3,8.5,16,5024004675304.00,5024004675311.00
TO00041,LYNDA MILES T/AS MILES APART,Y3GM123A,36/3M TRADITIONAL FEMALE WRAP 51GSM1,5012213229142.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299459.00,
TO00041,LYNDA MILES T/AS MILES APART,Y3GM123B,36/3M CONTEMPORY FEMALE WRAP 51GSM1,5012213229159.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299466.00,
TO00041,LYNDA MILES T/AS MILES APART,Y3GM123C,36/3M CLASSIC MALE WRAP 51GSM LWC1,5012213229166.00,36,0,0.46,72,33.12,0.16,4,4,70,512213299473.00,
TO00041,LYNDA MILES T/AS MILES APART,Y3GM123D,36/3M KIDS MIX WRAP 51 GSM LWC1,5012213229180.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299480.00,
TO00041,LYNDA MILES T/AS MILES APART,Y3GM123E,36/3M HAPPY BIRTHDAY WRAP 51GSM LWC1,5012213229197.00,36,0,0.46,72,33.12,0.16,7,4,70,5012213299497.00,
TO00041,LYNDA MILES T/AS MILES APART,Y3GM123F,36/3M BRIGHTS MIX WRAP 51GSM LWC1,5012213229203.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299503.00,
TO00041,LYNDA MILES T/AS MILES APART,Y4GM123A,36/3M TRADITIONAL FEMALE WRAP 51GSM,5012213229142.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299459.00,
TO00041,LYNDA MILES T/AS MILES APART,Y4GM123B,36/3M CONTEMPORY FEMALE WRAP 51GSM,5012213229159.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299466.00,
TO00041,LYNDA MILES T/AS MILES APART,Y4GM123C,36/3M CLASSIC MALE WRAP 51GSM LWC,5012213229166.00,36,0,0.46,72,33.12,0.16,4,4,70,5012213299473.00,
TO00041,LYNDA MILES T/AS MILES APART,Y4GM123D,36/3M KIDS MIX WRAP 51 GSM LWC,5012213229180.00,36,0,0.46,36,16.56,0.16,4,4,70,5012213299480.00,
TO00041,LYNDA MILES T/AS MILES APART,Y4GM123E,36/3M HAPPY BIRTHDAY WRAP 51GSM LWC,5012213229197.00,36,0,0.46,72,33.12,0.16,7,4,70,5012213299497.00,
TO00041,LYNDA MILES T/AS MILES APART,Y4GM123F,36/3M BRIGHTS MIX WRAP 51GSM LWC,5012213229203.00,36,0,0.46,72,33.12,0.16,70,4,4,5012213299503.00,
TO00041,LYNDA MILES T/AS MILES APART,1274/PESP,PEPPA PIG STICKER PARADISE,9781847502742.00,12,6,0.55,24,13.2,0.11,32.2,1,21.3,9781847502742.00,
TO00041,LYNDA MILES T/AS MILES APART,1318/PECA1,PEPPA CARRY ALONG COLOURING SET,9781847503183.00,12,6,0.55,48,26.4,0.12,17.7,1.7,11.7,9781847503183.00,
TO00041,LYNDA MILES T/AS MILES APART,2097/PESF1,PEPPA PIG STICKER FUN,9780857260970.00,48,12,0.5,48,24,0.06,0.1,21,29.5,9780857260970.00,
TO00041,LYNDA MILES T/AS MILES APART,2125/MPJC,MY LITTLE PONY JUMBO COLOURING BOOK,9780857261250.00,12,6,1.2,12,14.4,0.5,29.7,1,21,9780857261250.00,
TO00041,LYNDA MILES T/AS MILES APART,2291/FSCA1,FIREMAN SAM CARRY ALONG SET,9780857262912.00,12,6,0.55,36,19.8,0.12,17.7,11.5,2,9780857262912.00,
TO00041,LYNDA MILES T/AS MILES APART,2314/MYMP,ME TO YOU MAGIC PAINTING BOOK,9780857263148.00,24,12,0.55,24,13.2,0.09,29.7,0.1,21,9780857263148.00,
TO00041,LYNDA MILES T/AS MILES APART,2355/SUJC,THE SMURFS JUMBO COLOURING BOOK,9780857263551.00,12,6,1.2,12,14.4,0.52,30,1,21,9780857263551.00,
TO00041,LYNDA MILES T/AS MILES APART,2360/SUMP,THE SMURFS MAGIC PAINTING BOOK,9780857263605.00,24,12,0.55,24,13.2,0.09,29.7,0.1,21,9780857263605.00,
TO00041,LYNDA MILES T/AS MILES APART,2406/PEAM,PEPPA PIG AQUA MAGIC BOOK,9780857264060.00,12,6,1.25,24,30,0.14,29,3,14,9780857264060.00,
TO00041,LYNDA MILES T/AS MILES APART,2410/PEXAR,PEPPA PIG XMAS ARTIST PAD,9780857264107.00,12,6,1.95,12,23.4,0.47,28,0.6,36.5,9780857264107.00,
TO00041,LYNDA MILES T/AS MILES APART,2577/MPSAB,MY LITTLE PONY STICKER ACTIVITY BOOK,9780857265777.00,24,12,0.85,24,20.4,0.12,0.2,21,30,9780857265777.00,
TO00041,LYNDA MILES T/AS MILES APART,2584/SUSAB,THE SMURFS STICKER ACTVITY BOOK,9780857265845.00,24,12,0.85,24,20.4,0.12,0.3,21.5,30,9780857265845.00,
